HUD AMP #,TDS #,CONSOLIDATED TDS #,DEVELOPMENT EDP #,OPERATING EDP #,HUD #,DEVELOPMENT NAME,METHOD,TYPE,PROGRAM,# OF SECTION 8 TRANSITION UNITS,# OF CURRENT UNITS,TOTAL NUMBER OF UNITS,NUMBER OF RENTAL ROOMS,AVG. NO. R/R PER UNIT,POPULATION - SECTION 8 TRANSITION,POPULATION - PUBLIC HOUSING,TOTAL POPULATION,# OF RESIDENTIAL BUILDINGS,# OF NON-RESIDENTIAL BUILDINGS,# OF STAIRHALLS,# OF STORIES,TOTAL AREA - SQ. FT.,ACRES,NET DEV. AREA - SQ. FT.,(EXCLUDING PARK) ACRES,BLDG. COVERAGE - SQ. FT.,CUBAGE - CU. FT.,BLDG/LAND COVERAGE - %,DENSITY (POPULATION/ACRE),DEVELOPMENT COST,COST PER RENTAL ROOM (AS BUILT),AVG. MONTHLY GROSS RENT,LOCATION,BOROUGH,COMMUNITY DISTRICT,US CONGRESSIONAL DISTRICT,NEW YORK STATE SENATE DISTRICT,NEW YORK STATE ASSEMBLY DISTRICT,NEW YORK CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT,# OF FAMILIES ON FIXED INCOME,% OF FAMILIES ON FIXED INCOME,YEAR
NY005011690,171,169,581,581,NY005267C,GLENMORE PLAZA,CONVENTIONAL,NEW CONST,FEDERAL,,440,440,"1,704.0",3.87,,839,839,4,0,4,10-18-24,"186,180",4.27,"186,180",4.27,"24,838","4,024,811",13.34%,196,"$10,600,000","$6,221",$461,PITKIN AVE,BROOKLYN,16,8,19,55,37,4/30/1968,1980/07/01-ATP 5,,,,,,2017
NY005000440,044,044,584,584,NY005268B,GLENWOOD,CONVENTIONAL,NEW CONST,FEDERAL,,"1,187","1,188","5,210.5",4.39,,"2,565","2,565",20,0,40,6,"975,095",22.39,"915,230",21.01,"183,856","10,242,805",18.86%,115,"$12,907,133","$2,475",$552,E 56TH ST,BROOKLYN,18,8,21,59,45,7/14/1950,1980/07/01-ATP 6,,,,,,2017
NY005000250,025,025,515,515,NY005213G,GOWANUS,CONVENTIONAL,NEW CONST,FEDERAL,,"1,137","1,139","5,434.5",4.78,,"2,713","2,713",14,1,25,4-6-9-13-14,"547,663",12.57,"502,216",11.53,"105,659","9,028,680",19.29%,216,"$11,928,000","$2,203",$542,WYCKOFF ST,BROOKLYN,6,7,25,52,33,6/24/1949,1977/07/01-ATP 1,,,,,,2017
NY005011720,068,172,225,225,NY005025,GRAVESEND,CONVENTIONAL,NEW CONST,FEDERAL,,633,634,"2,944.5",4.65,,"1,533","1,533",15,0,15,7,"540,725",12.41,"540,725",12.41,"92,855","5,356,500",17.17%,124,"$7,927,996","$2,687",$490,NEPTUNE AVE,BROOKLYN,13,8,23,46,47,6/30/1954,,,,,,,2017
NY005011660,142,166,589,589,NY005271D,HABER,CONVENTIONAL,NEW CONST (ELD),FEDERAL,,380,380,"1,327.0",3.49,,443,443,3,0,3,14,"134,432",3.09,"134,432",3.09,"23,903","2,547,605",17.78%,143,"$7,494,000","$5,647",$283,W 24TH ST,BROOKLYN,13,8,23,46,47,6/30/1965,1980/10/01-ATP 7,EXCLUSIVELY,,,,,2017
NY005012470,247,247,546,546,NY005218,HOPE GARDENS,CONVENTIONAL,NEW CONST,FEDERAL,,324,324,"1,409.0",4.35,,703,703,4,1,4,7-14,"202,500",4.65,"202,500",4.65,"41,000","351,600",20.25%,151,"$20,632,339","$14,504",$476,LINDEN ST,BROOKLYN,4,7,18,53,37,8/31/1981,,PARTIALLY,YES,,,,2017
NY005000720,072,072,568,568,NY005244A,HOWARD,CONVENTIONAL,NEW CONST,FEDERAL,,814,815,"3,704.0",4.55,,"1,931","1,931",10,0,16,7-13,"664,735",15.26,"621,176",14.26,"87,500","6,943,700",13.16%,127,"$11,359,000","$3,079",$471,EAST NEW YORK AVE,BROOKLYN,16,8,20,55,41,12/31/1955,1979/08/01-ATP 4,,,,,,2017
NY005013510,339,351,782,765,NY005261,HOWARD AVENUE,TURNKEY,NEW CONST,FEDERAL,,148,150,669.0,4.52,,380,380,5,1,25,3,"132,915",3.05,"132,915",3.05,"50,568","1,536,736",38.05%,125,"$11,464,557","$15,641",$542,EAST NEW YORK AVE,BROOKLYN,16,9,20,55,41,5/31/1988,,,YES,,,,2017
NY005013510,365,351,551,551,NY005225,HOWARD AVENUE-PARK PLACE,TURNKEY,NEW CONST,FEDERAL,,156,156,781.0,5.01,,468,468,8,0,159,3,"197,563",4.54,"197,563",4.54,"54,978","1,657,275",27.83%,103,"$15,843,706","$20,286",$664,HOWARD AVE,BROOKLYN,16,9,"20, 25",55,41,12/31/1993,,,YES,,,,2017
NY005011680,168,168,275,275,NY005081,HUGHES APARTMENTS,CONVENTIONAL,NEW CONST,,,509,513,"2,421.5",4.76,,"1,403","1,403",3,1,4,22,"241,990",5.56,"241,990",5.56,"23,502","4,599,540",9.71%,252,"$10,288,064","$4,201",$515,ROCKAWAY AVE,BROOKLYN,16,9,20,55,41,6/30/1968,,,,,,,2017
NY005010860,109,086,680,680,NY005364,HYLAN,CONVENTIONAL,NEW CONST,,,209,209,933.5,4.47,,449,449,1,0,1,19,"77,658",1.78,"77,658",1.78,"11,403","1,878,400",14.68%,252,"$3,945,608","$4,240",$536,MOORE ST,BROOKLYN,1,7,18,53,34,6/30/1960,1995/07/13-PTA,,,,,,2017
NY005021400,140,234,442,442,NY005376,INDEPENDENCE,CONVENTIONAL,NEW CONST,,125,742,744,"3,341.0",4.50,317,"1,447","1,764",6,0,6,21,"232,000",5.33,"232,000",5.33,"44,685","6,457,003",19.26%,331,"$14,543,000","$4,344",$451,CLYMER ST,BROOKLYN,1,7,18,50,33,10/31/1965,,,,,,,2017
NY005000140,014,014,510,510,NY005213B,INGERSOLL,CONVENTIONAL,NEW CONST,,,"1,831","1,840","8,702.5",4.75,,"4,318","4,318",20,1,46,6-11,"997,521",22.90,"925,641",21.25,"175,748","10,226,288",17.62%,189,"$12,236,672","$1,681",$555,PARK AVE,BROOKLYN,2,8,25,57,35,2/24/1944,1977/07/01-ATP 1,,,,,,2017
NY005010100,010,010,205,205,NY005006,KINGSBOROUGH,CONVENTIONAL,NEW CONST,,,"1,156","1,165","4,717.0",4.08,,"2,485","2,485",16,0,35,6,"695,544",15.97,"665,526",15.28,"129,189","8,037,853",18.57%,156,"$5,175,100","$1,107",$476,RALPH AVE,BROOKLYN,"8, 16",8,25,"55, 56",41,10/31/1941,,,,,,,2017
NY005010100,161,010,268,205,NY005071,KINGSBOROUGH EXTENSION,CONVENTIONAL,NEW CONST (ELD),,,184,184,644.0,3.50,,196,196,1,0,1,25,"63,254",1.45,"63,254",1.45,"7,110","1,224,082",11.24%,135,"$2,986,383","$4,637",$337,BERGEN ST,BROOKLYN,8,8,25,56,41,5/31/1966,,EXCLUSIVELY,,,,,2017
NY005001220,122,122,247,247,NY005047,LAFAYETTE,CONVENTIONAL,NEW CONST,,,882,882,"4,385.0",4.97,,"2,478","2,478",7,0,7,13-15-20,"334,323",7.68,"304,776",7.00,"58,504","8,369,220",17.50%,323,"$14,689,766","$3,350",$604,LAFAYETTE AVE,BROOKLYN,3,8,25,57,35,7/31/1962,,,,,,,2017
NY005011670,348,167,763,763,NY005292,LENOX ROAD-ROCKAWAY PARKWAY,TURNKEY,REHAB,,,74,74,327.0,4.42,,174,174,3,0,3,4,"24,000",0.55,"24,000",0.55,"18,791","943,450",78.30%,316,"$4,669,919","$14,281",$558,KINGS HIGHWAY,BROOKLYN,17,9,20,"55, 58",41,5/31/1985,,,YES,,,,2017
NY005020950,095,095,672,672,NY005377,LINDEN,CONVENTIONAL,NEW CONST,,415,"1,586","1,586","7,311.0",4.61,"1,253","2,553","3,806",19,2,21,8-14,"1,299,426",29.83,"1,299,426",29.83,"173,020","14,333,039",13.06%,128,"$20,230,969","$2,767",$551,VERMONT ST,BROOKLYN,5,8,19,60,42,6/30/1958,,,,,,,2017
NY005012610,276,261,502,375,NY005201,LONG ISLAND BAPTIST HOUSES,CONVENTIONAL,REHAB,,,229,232,"1,039.5",4.54,,558,558,4,0,4,6,"78,700",1.81,"78,700",1.81,"37,700","2,490,500",47.90%,308,"$11,627,063","$11,010",$488,SUTTER AVE,BROOKLYN,5,8,19,60,42,6/30/1981,,,YES,,,,2017
NY005011690,169,169,276,276,NY005082,LOW HOUSES,CONVENTIONAL,NEW CONST,,,535,536,"2,546.5",4.76,,"1,392","1,392",4,0,4,17-18,"256,459",5.89,"256,459",5.89,"45,163","4,802,466",17.61%,236,"$10,312,262","$4,052",$480,SACKMAN ST,BROOKLYN,16,8,"19, 20",55,41,12/31/1967,,,,,,,2017
NY005000210,021,021,514,514,NY005213F,MARCY,CONVENTIONAL,NEW CONST,,,"1,716","1,717","8,268.0",4.82,,"4,300","4,300",27,1,71,6,"1,241,000",28.49,"1,101,547",25.29,"240,198","13,741,160",19.36%,151,"$19,420,000","$2,347",$529,FLUSHING AVE,BROOKLYN,3,7,18,56,36,1/19/1949,1977/07/01-ATP 1,,,,,,2017
NY005013590,363,359,803,840,NY005300,MARCY AVENUE-GREENE AVENUE SITE A,TURNKEY,NEW CONST,,,48,48,231.0,4.81,,137,137,2,0,7,3,"51,104",1.17,"51,104",1.17,"16,354","434,689",32.00%,117,"$5,042,549","$21,829",$430,GREENE AVE,BROOKLYN,3,8,25,56,36,12/31/1996,,,YES,YES,,,2017
NY005013590,358,359,804,840,NY005293,MARCY AVENUE-GREENE AVENUE SITE B,TURNKEY,NEW CONST,,,30,30,145.0,4.83,,78,78,1,0,5,3,"36,926",0.85,"36,926",0.85,"10,081","267,953",27.30%,92,"$3,168,261","$21,850",$505,GREENE AVE,BROOKLYN,3,8,25,56,36,10/31/1996,,,YES,YES,,,2017
NY005020830,083,083,426,426,NY005380,MARLBORO,CONVENTIONAL,NEW CONST,,307,"1,763","1,765","8,241.5",4.67,824,"3,354","4,178",28,2,30,7-16,"1,518,505",34.86,"1,471,805",33.79,"202,426","15,183,887",13.33%,120,"$22,429,000","$2,783",$507,STILLWELL AVE,BROOKLYN,13,11,23,"45, 47",47,1/31/1958,,,,,,,2017
NY005010360,043,036,585,585,NY005268C,NOSTRAND,CONVENTIONAL,NEW CONST,FEDERAL,,"1,147","1,148","4,970.5",4.33,,"2,371","2,371",16,1,33,6,"1,036,600",23.80,"1,036,600",23.80,"177,223","9,377,365",17.10%,100,"$13,817,794","$2,779",$488,AVENUE V BRAGG ST AVENUE X BATCHELDER ST,BROOKLYN,15,9,19,41,46,12/14/1950,1980/07/01-ATP 6,,,,,,2017
NY005011620,162,162,269,269,NY005072,OCEAN HILL APARTMENTS,CONVENTIONAL,NEW CONST,FEDERAL,,238,238,"1,077.0",4.53,,655,655,3,1,4,14,"112,916",2.59,"112,916",2.59,"16,412","2,178,743",14.53%,253,"$4,875,929","$4,527",$649,BROADWAY MACDOUGAL ST MOTHER GASTON BLVD CHERRY ST,BROOKLYN,16,8,18,55,37,3/31/1968,,,,,,,2017
NY005013510,313,351,287,765,NY005257,OCEAN HILL-BROWNSVILLE,TURNKEY,REHAB,FEDERAL,,125,125,540.5,4.32,,302,302,5,0,5,4,"242,141",5.56,"242,141",5.56,"78,188","2,000,000",32.29%,54,"$8,068,686","$14,942",$503,RALPH AVE ATLANTIC AVE SARATOGA AVE DEAN ST,BROOKLYN,16,8,25,55,41,11/30/1986,,,YES,,,,2017
NY005011720,172,172,582,582,NY005267D,O’DWYER GARDENS,CONVENTIONAL,NEW CONST,FEDERAL,,571,573,"2,208.5",3.87,,971,971,6,1,7,15-16,"276,010",6.34,"276,010",6.34,"34,501","5,421,328",12.50%,153,"$15,000,000","$6,649",$500,W 32ND ST SURF AVE W 35TH ST MERMAID AVE,BROOKLYN,13,8,23,46,47,12/31/1969,1980/07/01-ATP 5,,,,,,2017
NY005012470,195,247,393,393,NY005196,PALMETTO GARDENS,TURNKEY,NEW CONST (ELD),FEDERAL,,115,115,345.5,3.00,,120,120,1,0,1,6,"27,419",0.63,"27,419",0.63,"12,739","750,300",46.46%,190,"$4,584,000","$12,257",$322,PALMETTO ST GATES AVE EVERGREEN AVE BUSHWICK AVE,BROOKLYN,4,8,18,54,34,3/31/1977,,EXCLUSIVELY,,,,,2017
NY005013510,351,351,765,765,NY005285,PARK ROCK REHAB,TURNKEY,REHAB,FEDERAL,,134,134,582.0,4.34,,328,328,9,0,9,4,"53,914",1.24,"53,914",1.24,"33,105","166,531",61.40%,265,"$10,500,000","$18,041",$636,BELMONT AVE,BROOKLYN,8,9,"20, 25",55,36,2/28/1986,,,YES,,,,2017
NY005011940,194,194,305,305,NY005091,PENNSYLVANIA AVENUE-WORTMAN AVENUE,CONVENTIONAL,NEW CONST,FEDERAL,,336,336,"1,343.0",4.00,,661,661,3,1,3,8-16,"236,930",5.44,"236,930",5.44,"40,998","2,712,190",17.30%,122,"$11,936,021","$8,606",$445,PENNSYLVANIA AVE,BROOKLYN,5,8,19,60,42,9/30/1972,,,,,,,2017
NY005000890,089,089,235,235,NY005035,PINK,CONVENTIONAL,NEW CONST,FEDERAL,,"1,499","1,500","7,092.5",4.73,,"3,675","3,675",22,2,25,8,"1,354,844",31.10,"1,311,306",30.10,"193,511","13,316,063",14.28%,118,"$20,134,047","$2,835",$516,CRESCENT ST,BROOKLYN,5,8,19,60,42,9/30/1959,,,,,,,2017
NY005011670,352,167,771,763,NY005290,RALPH AVENUE REHAB,TURNKEY,REHAB,FEDERAL,,118,118,529.0,4.48,,288,288,5,0,5,4,"70,486",1.62,"70,486",1.62,"27,982","3,052,668",39.70%,178,"$6,714,551","$12,693",$551,EAST NEW YORK AVE,BROOKLYN,16,9,20,55,41,12/31/1986,,,YES,,,,2017
NY005000040,004,004,202,202,NY005001,RED HOOK EAST,CONVENTIONAL,NEW CONST,FEDERAL,,"1,406","1,411","5,895.0",4.19,,"2,982","2,982",16,3,51,2-6,"856,003",19.65,"856,003",19.65,"192,198","10,734,477",22.45%,152,,,$516,CLINTON ST,BROOKLYN,6,7,25,51,38,,,,,,,,2017
NY005000790,079,079,"202 - BLDGS 15-25, 230 - BLDGS 1-4",230,"NY005001 - BLDGS 15-25, NY005029 - BLDGS 1-4",RED HOOK WEST,CONVENTIONAL,NEW CONST,FEDERAL,,"1,471","1,480","6,320.5",4.30,,"3,243","3,243",14,1,50,3-6-14,"841,727",19.32,"841,727",19.32,"169,260","11,454,257",20.11%,168,,,$496,RICHARDS ST LORRAINE ST HICKS ST WEST 9TH ST,BROOKLYN,6,7,25,51,38,,,,,,,,2017
NY005011670,167,167,283,283,NY005089,REID APARTMENTS,CONVENTIONAL,NEW CONST (ELD),FEDERAL,,227,230,681.5,3.00,,233,233,1,0,1,20,"68,762",1.58,"68,762",1.58,"13,285","1,397,832",19.32%,147,"$3,910,160","$5,227",$309,TROY AVE ALBANY AVE EAST NEW YORK AVE MAPLE ST,BROOKLYN,9,9,20,43,41,11/30/1969,,EXCLUSIVELY,,,,,2017
NY005011350,135,135,227,227,NY005054,ROOSEVELT I,CONVENTIONAL,NEW CONST,FEDERAL,,761,763,"3,575.5",4.70,,"1,866","1,866",6,0,6,14-15-18,"340,000",7.81,"340,000",7.81,"52,168","6,754,320",15.34%,239,"$14,017,427","$3,914",$515,KOSCIUSKO ST PULASKI ST MARCUS GARVEY BLVD STUYVESANT AVE,BROOKLYN,3,8,18,"54, 56",36,9/30/1964,,PARTIALLY,,,,,2017
NY005011350,177,135,281,227,NY005083,ROOSEVELT II,CONVENTIONAL,NEW CONST,FEDERAL,,342,342,"1,496.0",4.37,,749,749,3,0,3,14-15,"146,506",3.36,"146,506",3.36,"24,067","2,801,874",16.43%,223,"$6,450,218","$4,312",$493,LEWIS AVE STUYVESANT AVE HART ST PULASKI ST,BROOKLYN,3,8,18,54,36,12/31/1966,,,,,,,2017
NY005011670,282,167,508,283,NY005211,RUTLAND TOWERS,CONVENTIONAL,REHAB,FEDERAL,,61,61,221.5,3.63,,104,104,1,0,1,6,"19,400",0.45,"19,400",0.45,"13,470","642,963",69.43%,231,"$1,594,181","$6,727",$474,EAST NEW YORK AVE E 91ST ST E 92ND ST RUTLAND RD,BROOKLYN,17,9,20,58,41,5/31/1977,,,,,,,2017
NY005011620,158,162,274,269,NY005067,SARATOGA VILLAGE,CONVENTIONAL,NEW CONST,FEDERAL,,125,125,562.5,4.50,,305,305,1,0,1,16,"54,935",1.26,"54,935",1.26,"6,911","1,037,975",12.58%,242,"$2,334,676","$4,147",$581,SARATOGA AVE HANCOCK ST HALSEY ST,BROOKLYN,16,8,18,55,41,12/31/1966,,,,,,,2017
NY005010360,036,036,314,314,NY005114B,SHEEPSHEAD BAY,CONVENTIONAL,NEW CONST,FEDERAL,,"1,054","1,056","4,911.0",4.66,,"2,433","2,433",18,0,36,6,"1,036,600",23.80,"953,637",21.89,"159,727","10,080,777",15.41%,102,"$12,596,000","$2,573",$514,AVENUE X BATCHELDER ST AVENUE V NOSTRAND AVE,BROOKLYN,15,9,19,41,46,8/8/1950,1968/08/29-FED TRAN,,,,,,2017
NY005013510,366,351,801,765,NY005250,STERLING PLACE REHABS (SAINT JOHNS-STERLING),TURNKEY,REHAB,FEDERAL,,83,83,440.5,5.31,,292,292,5,0,5,4,"49,149",1.13,"49,149",1.13,"28,039","1,312,849",57.05%,258,"$9,091,865","$20,640",$677,SAINT JOHNS PL & PARK PL STERLING PL BUFFALO AVE & UTICA AVE RALPH AVE,BROOKLYN,8,9,"20, 25",55,"36, 41",1/31/1991,,,YES,,,,2017
NY005013510,368,351,837,765,NY005305,STERLING PLACE REHABS (STERLING-BUFFALO),TURNKEY,REHAB,FEDERAL,,125,125,593.5,4.75,,351,351,7,0,7,4,"48,928",1.12,"48,928",1.12,"36,119","1,656,285",73.82%,313,"$12,235,716","$20,616",$561,SAINT JOHNS PL & PARK PL STERLING PL BUFFALO AVE & UTICA AVE RALPH AVE,BROOKLYN,8,9,"20, 25",55,"36, 41",1/31/1991,,,YES,,,,2017
NY005012210,221,221,337,337,NY005133,STUYVESANT GARDENS I,TURNKEY,NEW CONST,FEDERAL,,328,331,"1,610.0",4.91,,816,816,5,0,25,4,"202,058",4.64,"202,058",4.64,"92,431","3,341,149",45.74%,176,"$10,070,462","$6,212",$607,QUINCY ST MALCOLM X BLVD MONROE ST LEWIS AVE,BROOKLYN,3,8,25,56,36,8/31/1972,,,,,,,2017
NY005012210,333,221,755,755,NY005269,STUYVESANT GARDENS II,TURNKEY,NEW CONST (ELD),FEDERAL,,150,150,525.0,3.50,,160,160,1,0,1,7,"70,050",1.61,"70,050",1.61,"16,458","1,044,874",23.49%,99,"$9,991,893","$19,032",$401,QUINCY ST,BROOKLYN,3,8,25,56,36,2/28/1986,,EXCLUSIVELY,YES,,,,2017
NY005010730,073,073,538,538,NY005220I,SUMNER,CONVENTIONAL,NEW CONST,FEDERAL,,"1,096","1,099","4,999.0",4.56,,"2,359","2,359",13,0,24,7-12,"963,265",22.11,"905,577",20.79,"131,812","8,881,677",13.68%,107,"$18,007,000","$3,608",$522,PARK AVE,BROOKLYN,3,8,18,56,36,4/30/1958,1978/07/01-ATP 3,,,,,,2017
NY005011700,170,170,278,278,NY005087,SURFSIDE GARDENS,CONVENTIONAL,NEW CONST,FEDERAL,,598,600,"2,567.0",4.29,,"1,157","1,157",5,0,5,14-15,"323,050",7.42,"323,050",7.42,"36,810","5,005,316",11.39%,156,"$13,577,964","$5,261",$433,W 31ST ST,BROOKLYN,13,8,23,46,47,6/30/1969,,PARTIALLY,,,,,2017
NY005011670,369,167,807,203,NY005311,SUTTER AVENUE-UNION STREET,TURNKEY,REHAB,FEDERAL,,100,100,467.0,4.67,,258,258,3,0,3,4-6,"37,500",0.86,"37,500",0.86,"21,424","1,011,839",57.13%,300,"$9,370,007","$20,064",$557,SUTTER AVE,BROOKLYN,16,9,20,55,41,9/30/1994,,,YES,,,,2017
NY005011670,354,167,775,763,NY005278,TAPSCOTT STREET REHAB,TURNKEY,REHAB,FEDERAL,,155,155,687.5,4.44,,359,359,8,0,8,4,"64,755",1.49,"64,755",1.49,"37,312","1,679,040",57.62%,241,"$10,106,270","$14,721",$564,SUTTER AVE,BROOKLYN,16,9,20,55,41,1/31/1986,,,YES,,,,2017
NY005012340,234,234,358,358,NY005141,TAYLOR STREET-WYTHE AVENUE,TURNKEY,NEW CONST,FEDERAL,,524,525,"2,462.0",4.70,,"1,271","1,271",5,1,6,8-11-12-13,"183,100",4.20,"183,100",4.20,"57,205","5,051,383",31.24%,303,"$20,178,024","$8,118",$460,WYTHE AVE,BROOKLYN,1,7,18,50,33,6/30/1974,,,,,,,2017
NY005000720,096,096,233,233,NY005034,TILDEN,CONVENTIONAL,NEW CONST,FEDERAL,,996,998,"4,741.0",4.76,,"2,609","2,609",8,1,9,16,"465,764",10.69,"465,764",10.69,"66,416","8,888,637",14.26%,244,"$14,827,430","$3,122",$484,DUMONT AVE,BROOKLYN,16,9,20,55,41,6/30/1961,,,,,,,2017
NY005011310,131,131,246,246,NY005046,TOMPKINS,CONVENTIONAL,NEW CONST,FEDERAL,,"1,045","1,046","5,218.5",4.99,,"2,860","2,860",8,1,13,8-16,"521,950",11.98,"521,950",11.98,"94,386","9,894,217",18.08%,239,"$18,445,969","$3,532",$540,PARK AVE,BROOKLYN,3,8,18,56,36,7/31/1964,,,,,,,2017
NY005012610,240,261,348,375,NY005169,"UNITY PLAZA (SITES 17,24,25A)",TURNKEY,NEW CONST,FEDERAL,,166,167,766.0,4.61,,478,478,3,0,3,6,"80,525",1.85,"80,525",1.85,"27,159","2,001,480",33.73%,258,"$5,191,821","$6,699",$504,SUTTER AVE,BROOKLYN,5,8,19,60,42,11/30/1973,,,,,,,2017
NY005012610,261,261,318,375,NY005117,UNITY PLAZA (SITES 4-27),CONVENTIONAL,NEW CONST,FEDERAL,,459,462,"2,136.5",4.65,,"1,177","1,177",5,0,13,6,"249,250",5.72,"249,250",5.72,"89,543","5,304,133",35.92%,206,"$16,798,483","$7,813",$512,BLAKE ST,BROOKLYN,5,8,19,60,42,9/30/1973,,,,,,,2017
NY005000610,061,061,216,216,NY005013,VAN DYKE I,CONVENTIONAL,NEW CONST,FEDERAL,,"1,603","1,603","7,402.5",4.62,,"4,001","4,001",22,1,32,3-14,"906,484",20.81,"844,628",19.39,"161,168","13,652,083",16.56%,192,"$21,351,730","$2,884",$489,SUTTER AVE POWELL ST LIVONIA AVE MOTHER GASTON BLVD,BROOKLYN,16,9,"19, 20",55,41,5/31/1955,,,,,,,2017
NY005011680,146,182,257,257,NY005055,VAN DYKE II,CONVENTIONAL,NEW CONST (ELD),FEDERAL,,111,112,413.5,3.73,,132,132,1,0,1,14,"40,574",0.93,"40,574",0.93,"9,017","845,622",22.22%,142,"$2,318,317","$5,546",$361,DUMONT AVE POWELL ST,BROOKLYN,16,9,19,55,41,4/30/1964,,EXCLUSIVELY,,,,,2017
NY005011940,315,194,273,273,NY005243,VANDALIA AVENUE,TURNKEY,NEW CONST (ELD),FEDERAL,,287,293,"1,032.5",3.60,,327,327,2,1,3,10,"256,217",5.88,"256,217",5.88,"33,868","2,315,113",13.22%,56,"$20,511,981","$19,480",$355,LOUISIANA AVE VANDALIA AVE GEORGIA AVE FLATLANDS AVE,BROOKLYN,5,8,19,60,42,5/31/1983,,EXCLUSIVELY,YES,,,,2017
NY005010310,229,031,357,357,NY005132,WEEKSVILLE GARDENS,TURNKEY,NEW CONST,FEDERAL,,256,257,"1,285.0",5.02,,772,772,2,0,14,4-5,"141,365",3.25,"141,365",3.25,"63,228","2,929,695",44.73%,238,"$7,871,249","$6,073",$558,PACIFIC ST SCHENECTADY AVE DEAN ST TROY AVE,BROOKLYN,8,8,25,56,36,4/30/1974,,,,,,,2017
NY005005140,514,514,509,509,NY005213A,WHITMAN,CONVENTIONAL,NEW CONST,FEDERAL,,"1,652","1,659","7,837.0",4.74,,"3,943","3,943",15,3,48,6-13,"803,058",18.44,"744,421",17.09,"156,524","9,769,048",19.49%,214,"$10,341,328","$1,655",$531,PARK AVE CARLTON AVE MYRTLE AVE SAINT EDWARDS ST,BROOKLYN,2,8,25,57,35,2/24/1944,1977/07/01-ATP 1,,,,,,2017
NY005021280,128,128,443,443,NY005385,WILLIAMS PLAZA,CONVENTIONAL,NEW CONST,MIXED FINANCE/LLC2,86,577,577,"2,652.5",4.60,204,"1,122","1,326",5,0,5,14-21,"242,859",5.58,"242,859",5.58,"39,895","5,239,694",16.43%,238,"$11,631,000","$4,390",$452,ROEBLING ST,BROOKLYN,1,7,18,50,33,4/15/1964,,,,,,,2017
NY005000020,002,002,200,200,NY005041,WILLIAMSBURG,CONVENTIONAL,NEW CONST,FEDERAL,,"1,628","1,630","6,532.0",4.01,,"3,121","3,121",20,1,137,4,"1,016,895",23.34,"927,103",21.28,"326,716","14,056,383",32.13%,134,"$13,063,992","$2,266",$491,LEONARD ST,BROOKLYN,1,7,18,53,34,4/10/1938,,,,,,,2017
NY005011680,182,182,285,257,NY005084,WOODSON,CONVENTIONAL,NEW CONST (ELD),FEDERAL,,407,407,"1,419.5",3.49,,436,436,2,0,2,10-25,"140,000",3.21,"100,000",2.30,"24,456","2,792,393",17.47%,136,"$8,225,987","$5,785",$317,BLAKE AVE,BROOKLYN,16,8,19,55,42,8/31/1970,,EXCLUSIVELY,,,,,2017
NY005011630,163,163,272,272,NY005074,WYCKOFF GARDENS,CONVENTIONAL,NEW CONST,FEDERAL,,528,529,"2,434.0",4.61,,"1,174","1,174",3,0,3,21,"253,000",5.81,"253,000",5.81,"31,158","4,724,612",12.32%,202,"$10,130,155","$4,149",$537,THIRD AVE,BROOKLYN,6,7,25,52,33,12/31/1966,,,,,,,2017
NY005010970,154,097,264,261,NY005065,131 SAINT NICHOLAS AVENUE,CONVENTIONAL,NEW CONST,,,98,100,386.0,3.94,,165,165,1,0,1,17,"29,359",0.67,"29,359",0.67,"5,759","771,591",19.62%,246,"$1,880,013","$4,694",$488,SAINT NICHOLAS AVE,MANHATTAN,10,13,30,70,09,3/31/1965,,,,,,,2017
NY005013590,359,359,840,840,NY005270,154 WEST 84TH STREET,TURNKEY,NEW CONST,,,35,35,157.5,4.50,,87,87,1,0,1,7,"9,621",0.22,"9,621",0.22,"5,774","361,857",60.01%,395,"$4,503,296","$28,412",$552,AMSTERDAM AVE,MANHATTAN,7,10,29,69,06,1/31/1996,,,YES,YES,,,2017
NY005010640,203,064,320,219,NY005126,335 EAST 111TH STREET,TURNKEY,NEW CONST,,,66,66,259.0,3.92,,116,116,1,0,1,6,"20,205",0.46,"20,205",0.46,"9,143","530,550",45.25%,252,"$1,241,825","$4,651",$436,SECOND AVE,MANHATTAN,11,13,29,68,08,6/30/1969,,,,,,,2017
NY005021850,185,153,452,452,NY005374,344 EAST 28TH STREET,CONVENTIONAL,NEW CONST,,62,225,225,985.5,4.38,144,307,451,1,0,1,26,"44,644",1.02,"44,644",1.02,"7,889","1,946,457",17.67%,442,"$4,980,000","$5,053",$455,E 27TH ST,MANHATTAN,6,12,27,74,02,3/31/1971,,,,,,,2017
NY005011000,265,100,380,312,NY005186,45 ALLEN STREET,TURNKEY,NEW CONST,,,106,107,533.0,5.03,,238,238,1,1,2,14,"39,609",0.91,"39,609",0.91,"8,031","950,162",20.28%,262,"$4,290,021","$7,981",$716,GRAND ST,MANHATTAN,3,7,26,65,01,7/31/1974,,,,,,,2017
